Book	Chapter	Question Number	Question	Reference Verse	Correct Answer	Answer A	Answer B	Answer C	Answer D	
Act	25	10	After Festus went down to Caesarea, what did he do the next day?	6	A	Took his seat on the tribunal and ordered Paul to be brought	Sent Paul back to Jerusalem	Released Paul from custody	Departed at once for Rome	
Act	25	11	What was true of the many and serious charges the Jews brought against Paul at Caesarea?	7	C	Paul admitted them all	Festus proved them true	They could not prove them	The council dismissed them at once	
Act	25	12	The Jews who stood around Paul bringing charges had come down from what city?	7	B	Caesarea	Jerusalem	Rome	Antioch	
Act	25	13	In his defense, Paul said he had committed no offense against which of the following?	8	D	The law of the Jews	The temple	Caesar	All of the above	
Act	25	14	Which of the following is true about what Paul argued in his defense before Festus?	8	B	He admitted he had committed an offense against the temple.	He said he had committed no offense against Caesar.	He said he had wronged the law of the Jews.	All of the above
Act	25	15	Why did Festus ask Paul whether he wished to go up to Jerusalem to be tried?	9	D	He feared a riot in Caesarea	He wanted to release Paul quietly	He was commanded by Caesar	He was wishing to do the Jews a favor	
Act	25	16	Festus asked Paul whether he wished to go up to what city and be tried on the charges before him?	9	C	Rome	Caesarea	Jerusalem	Damascus	
Act	25	17	Paul said he was standing before whose tribunal, where he ought to be tried?	10	D	The high priest's council	Herod's judgment seat	Pilate's court	Caesar's tribunal	
Act	25	18	When Paul denied being a wrongdoer deserving death, to whom did he say he appealed?	11	B	The high priest	Caesar	King Agrippa	The Sanhedrin	
Act	25	19	With whom did Festus confer before responding to Paul's appeal?	12	D	The chief priests	King Agrippa	The tribune	His council	
Act	25	20	How did Festus answer Paul concerning his appeal?	12	B	To Jerusalem you shall return for trial	To Caesar you have appealed; to Caesar you shall go	You are free to go in peace	I find no reason to send you anywhere	
Act	25	21	Which king arrived at Caesarea with Bernice and greeted Festus?	13	B	Herod	Agrippa	Felix	Agabus	
Act	25	22	Who arrived at Caesarea together with Agrippa the king to greet Festus?	13	B	Drusilla	Bernice	Priscilla	Candace	
Act	25	23	When Festus laid Paul's case before the king, he said Paul had been left a prisoner by whom?	14	C	Pilate	Herod	Felix	Lysias	
Act	25	24	What did the chief priests and elders ask for against Paul when Festus was at Jerusalem?	15	A	A sentence of condemnation	A public whipping	His banishment from the province	A ransom payment	
Act	25	25	Festus said it was not the custom of whom to give up an accused before he faced his accusers?	16	A	The Romans	The Greeks	The Jews	The Egyptians	
Act	25	26	According to Festus, how must an accused meet his accusers before being given up?	16	D	Through a written letter	By a sworn messenger	Before the high priest only	Face to face	
Act	25	27	When the accusers came together at Caesarea, how quickly did Festus act?	17	D	He waited a full month	He postponed it until the feast	He referred it back to Jerusalem	He made no delay	
Act	25	28	What did Festus find when the accusers stood up against Paul?	18	A	They brought no charge of such evils as he supposed	They proved every accusation	They accused him of treason against Caesar	They demanded his immediate execution	
Act	25	29	Festus said the accusers' points of dispute with Paul were about which of the following?	19	D	Their own religion	A certain Jesus, who was dead	Jesus, whom Paul asserted to be alive	All of the above	
Act	25	30	Why did Festus ask Paul whether he wanted to go to Jerusalem to be tried on these questions?	20	C	He wished to please Caesar	He feared the Jewish crowd	He was at a loss how to investigate them	He had already judged Paul guilty	
Act	25	31	Paul appealed to be kept in custody for the decision of whom?	21	D	The high priest	King Agrippa	The tribune	The emperor	
Act	25	32	What did Agrippa say to Festus about Paul?	22	A	I would like to hear the man myself	Send the man away to Rome	Let the man be released	I will judge the man tomorrow	
Act	25	33	When did Festus tell Agrippa he would hear Paul?	22	A	Tomorrow	The following week	After the Sabbath	Sometime next leap year	
Act	25	34	How did Agrippa and Bernice come the next day to the audience hall?	23	D	In secret at night	On foot in sackcloth	In a rented chariot with a brass band	With great pomp	
Act	25	35	Agrippa and Bernice entered the audience hall with the military tribunes and whom else?	23	C	The chief priests of Jerusalem	The elders of the synagogue	The prominent men of the city	The Roman senators	
Act	25	36	What place did Agrippa and Bernice enter for Paul to be brought before them?	23	A	The audience hall	The temple courts	The synagogue	The praetorium	
Act	25	37	Which of the following is true about Agrippa and Bernice's entrance into the audience hall at Caesarea?	23	A	They came with great pomp.	They came in secret and unannounced.	They came alone, unaccompanied by any officials.	All of the above
Act	25	38	According to Festus, what were the Jewish people shouting about Paul?	24	A	That he ought not to live any longer	That he should be sent to Rome	That he had blasphemed the temple	That he should be scourged	
Act	25	39	Festus said the whole Jewish people petitioned him about Paul in which places?	24	A	Both in Jerusalem and here	Only in Jerusalem	Both in Rome and Antioch	Only in the synagogues	
Act	25	40	What did Festus find Paul had done that deserved death?	25	C	Blasphemy against the temple	Treason against Caesar	Nothing	Stirring up a riot	
Act	25	41	What did Festus say he had to write to his lord about Paul?	26	C	A charge of sedition	A full confession	Nothing definite	A recommendation for release	
Act	25	42	Festus especially brought Paul before which man so that he might have something to write?	26	C	Felix	Caesar	King Agrippa	The high priest	
Act	25	43	What did Festus say seemed unreasonable to him when sending a prisoner?	27	D	Not to send along an armed guard	Not to inform the high priest first	Not to grant him a final appeal	Not to indicate the charges against him	
Act	26	1	Who told Paul, "You have permission to speak for yourself," at the start of his defense in Acts 26?	1	A	Agrippa	Festus	Felix	Lysias	
Act	26	2	As Paul began his defense before Agrippa, what did he do with his hand?	1	B	He raised it to swear an oath	He stretched it out	He struck his chest	He covered his face	
Act	26	3	Before whom did Paul say he considered himself fortunate to make his defense in Acts 26?	2	A	King Agrippa	Governor Festus	the Sanhedrin	Caesar	
Act	26	4	In his defense before Agrippa, against whose accusations did Paul say he was making his defense?	2	A	the Jews	the Romans	the Greeks	the Pharisees	
Act	26	5	Why did Paul say he was especially glad to speak before Agrippa?	3	C	Agrippa had studied under the same teacher as Paul	Agrippa was himself a Pharisee	Agrippa was familiar with all the customs and controversies of the Jews	Agrippa had known Paul from his youth	
Act	26	6	How did Paul beg King Agrippa to listen to him?	3	A	patiently	carefully	secretly	briefly	
Act	26	7	According to Paul, where was his manner of life from his youth spent?	4	A	among his own nation and in Jerusalem	in Tarsus and in Antioch	among the Gentiles in Damascus	in the wilderness of Judea	
Act	26	8	According to which party of his religion did Paul say he had lived?	5	B	a Sadducee	a Pharisee	a scribe	a Nazirite	
Act	26	9	How did Paul describe the party of the religion by which he had lived?	5	C	the oldest party	the largest party	the strictest party	the humblest party	
Act	26	10	For what reason did Paul say he stood on trial before Agrippa?	6	A	his hope in the promise made by God to the fathers	breaking the law of Moses	causing a riot in the temple	defiling the temple with Gentiles	
Act	26	11	In Paul's defense before Agrippa, who did he say hoped to attain the promise as they earnestly worship night and day?	7	D	the seventy elders	the twelve apostles	all the nations	our twelve tribes	
Act	26	12	How did Paul say the twelve tribes worshiped as they hoped to attain the promise?	7	A	night and day	on every Sabbath	in the temple only	with fasting and sackcloth	
Act	26	13	In his defense before Agrippa, Paul asked why it was thought incredible that God does what?	8	C	forgives all sins	calls the Gentiles	raises the dead	dwells with men	
Act	26	14	What did Paul say he had once been convinced he ought to do?	9	B	many things to honor the name of the Lord	many things in opposing the name of Jesus of Nazareth	all that the prophets had written	nothing against his own conscience	
Act	26	15	In the city where Paul first opposed the believers, from whom did he receive authority to lock up many of the saints in prison?	10	D	the Roman governor	the elders of the synagogue	King Herod	the chief priests	
Act	26	16	What did Paul say he did when the saints were put to death?	10	C	He held the coats of those who stoned them	He wept over them	He cast his vote against them	He fled from the city	
Act	26	17	Where did Paul say he often punished the believers and tried to make them blaspheme?	11	C	in the temple courts	in the marketplaces	in all the synagogues	in the prisons	
Act	26	18	In his raging fury, how far did Paul say he persecuted the believers?	11	A	even to foreign cities	even to the ends of the earth	only within Jerusalem	as far as Rome	
Act	26	19	To what city was Paul journeying with the authority and commission of the chief priests?	12	A	Damascus	Antioch	Caesarea	Tarsus	
Act	26	20	At what time of day did Paul say he saw the light from heaven on the way to Damascus?	13	C	at dawn	at dusk	midday	at midnight	
Act	26	21	How did Paul describe the brightness of the light from heaven that shone around him on the road?	13	A	brighter than the sun	like a burning lamp	as bright as the moon	like a flash of lightning	
Act	26	22	Which of the following is true about the light Paul saw on the way to Damascus, as he described it to King Agrippa?	13	A	It was brighter than the sun.	It appeared to him at midnight.	It shone around Paul alone and not around his companions.	All of the above
Act	26	23	In what language did Paul say the voice from heaven spoke to him?	14	A	the Hebrew language	Greek	Latin	Aramaic of the Syrians	
Act	26	24	According to the voice Paul heard on the road, what was hard for Paul to do?	14	A	to kick against the goads	to enter the narrow gate	to bear the yoke	to run the race	
Act	26	25	When Paul asked the voice, "Who are you, Lord?" how did the Lord identify himself?	15	A	Jesus whom you are persecuting	the God of your fathers	the Lord of hosts	the Son of Man	
Act	26	26	For what purpose did the Lord say he had appeared to Paul on the road?	16	B	to appoint him as a priest and judge	to appoint him as a servant and witness	to make him a ruler over the Gentiles	to give him rest from his labors	
